index,image_id,count_rating_1,count_rating_2,count_rating_3,count_rating_4,count_rating_5,count_rating_6,count_rating_7,count_rating_8,count_rating_9,count_rating_10,tag_1,tag_2,challange_id
118,954143,1,0,5,17,46,42,10,5,1,1,24,50,1396
119,954123,0,0,3,13,56,32,15,4,1,2,19,27,1396
120,953113,0,0,1,2,38,47,27,9,3,3,7,14,1396
121,954223,0,0,3,20,52,44,10,3,1,0,14,27,1396
122,954043,0,2,3,16,50,45,7,2,2,0,0,0,1396
123,954022,0,1,6,14,47,41,8,2,3,2,22,65,1396
124,953730,0,0,3,4,32,48,20,12,4,3,57,0,1396
125,954212,0,0,4,5,20,61,23,7,2,7,0,0,1396
126,953945,0,0,3,7,33,43,25,6,5,2,0,0,1396
127,954096,3,6,13,25,40,27,8,1,3,2,0,0,1396
128,954076,0,0,0,5,23,39,39,10,7,5,0,0,1396
129,954178,0,0,2,5,38,41,26,6,5,1,0,0,1396
130,954196,0,2,1,6,22,43,35,17,1,3,15,21,1396
131,953961,0,0,1,4,13,47,39,14,7,4,0,0,1396
132,954214,0,0,3,4,43,52,16,1,3,2,7,35,1396
133,954203,2,0,5,19,38,38,16,3,3,1,0,0,1396
134,954198,0,2,1,5,35,49,26,5,2,2,18,21,1396
135,954011,0,0,1,11,42,43,15,3,3,3,57,0,1396
136,953816,0,0,0,1,10,30,32,29,14,12,14,0,1396
137,954191,1,1,6,16,42,35,19,4,2,1,15,0,1396
138,954188,0,0,2,0,9,35,29,28,14,8,5,57,1396
139,953923,0,0,3,21,61,24,11,1,3,0,0,0,1396
140,953089,0,0,2,8,40,44,18,10,2,1,0,0,1396
141,953401,0,1,3,15,35,47,20,4,4,2,15,19,1396
142,771289,1,2,3,13,66,58,18,7,2,1,14,53,1004
143,770869,1,2,3,15,46,58,22,11,7,1,0,0,1004
144,770556,0,2,4,19,65,46,25,6,4,0,44,62,1004
145,770300,0,0,4,12,50,44,36,10,9,0,20,45,1004
146,771576,0,1,4,15,65,61,15,4,0,1,11,22,1004
147,770637,0,0,4,12,50,61,26,14,1,2,20,0,1004
148,771245,0,0,6,35,76,35,5,2,0,1,20,45,1004
149,771518,0,0,1,12,50,59,21,21,6,1,22,0,1004
150,771439,0,0,5,22,69,49,22,1,1,0,18,0,1004
151,771182,0,1,1,7,37,64,31,16,7,3,0,0,1004
152,771082,0,1,6,35,64,39,14,3,0,3,20,0,1004
153,770779,0,1,6,20,65,48,18,1,1,3,0,0,1004
154,771609,0,0,1,7,36,55,43,11,8,10,0,0,1004
155,771252,0,0,4,18,54,55,25,6,2,1,0,0,1004
156,771392,5,3,15,31,56,31,10,6,2,1,14,0,1004
157,771538,0,2,2,11,64,58,16,12,5,1,18,0,1004
158,771530,0,1,1,16,51,55,19,12,3,3,11,20,1004
159,771628,0,0,6,27,60,47,17,3,1,0,0,0,1004
160,771109,1,0,4,19,69,44,20,3,2,1,0,0,1004
161,771346,0,0,1,13,56,59,25,6,4,2,11,18,1004
162,771355,0,0,3,14,65,51,18,9,3,0,20,45,1004
163,771541,1,1,1,13,52,62,26,10,4,2,29,31,1004
164,771257,26,18,34,48,27,8,0,0,1,2,19,0,1004
165,771637,0,0,3,10,51,50,34,15,2,1,20,53,1004
166,770394,0,0,1,18,60,53,23,5,4,0,0,0,1004
167,770632,0,0,1,13,48,62,32,9,3,4,18,39,1004
168,771582,1,1,9,49,79,17,5,1,1,1,0,0,1004
169,771269,0,2,4,29,79,32,11,2,1,0,18,22,1004
170,770911,1,1,3,7,43,48,41,18,9,0,20,0,1004
171,771351,0,0,4,15,37,71,27,7,6,2,18,0,1004
172,771268,0,0,2,13,55,59,22,11,3,0,8,45,1004
173,771596,0,1,1,4,35,53,36,29,7,4,0,0,1004
174,771123,0,0,8,28,77,35,11,5,0,1,10,21,1004
175,770826,0,1,6,9,50,52,27,10,5,2,21,22,1004
176,771583,0,0,0,4,32,67,32,19,10,5,6,21,1004
177,771189,0,1,15,45,77,15,7,0,1,0,0,0,1004
178,770891,0,2,5,28,56,40,17,12,4,2,20,0,1004
179,771084,0,3,8,26,71,45,11,3,1,1,22,0,1004
180,771436,0,0,6,29,84,29,12,5,1,0,0,0,1004
181,771430,0,1,0,8,42,58,38,18,1,2,0,0,1004
182,771603,1,2,10,38,74,34,4,0,1,1,0,0,1004
183,771522,0,0,5,32,68,40,13,4,2,0,11,45,1004
184,771213,1,0,1,7,27,45,49,18,13,10,0,0,1004
185,771648,0,1,10,29,90,28,4,3,1,0,0,0,1004
186,770992,0,0,4,2,41,61,42,12,9,2,14,20,1004
187,771647,1,5,18,48,65,19,5,3,0,0,22,0,1004
188,770696,2,7,12,31,58,33,10,6,5,1,0,0,1004
189,770993,0,0,5,13,50,64,15,9,5,2,0,0,1004
190,771309,0,1,10,21,81,34,12,3,2,1,0,0,1004
191,771520,3,4,11,45,57,28,11,4,0,1,0,0,1004
192,770642,0,13,17,55,55,15,5,1,0,0,11,45,1004
193,771571,1,1,3,9,64,51,29,15,4,1,20,53,1004
194,771529,0,1,8,28,75,35,11,7,2,1,0,0,1004
195,771185,3,2,10,31,57,32,12,7,8,0,14,0,1004
196,770897,0,0,1,6,27,39,41,29,16,14,0,0,1004
197,771047,0,2,12,44,73,24,6,3,0,1,20,48,1004
198,770684,0,2,6,30,69,38,8,2,2,0,20,45,1004
199,771443,0,1,16,47,71,16,9,1,2,1,21,45,1004
200,770185,3,15,18,58,38,13,12,3,2,1,2,0,1004
201,771459,0,0,3,6,29,67,30,25,5,2,0,0,1004
202,771234,0,0,5,20,55,53,22,8,2,0,18,22,1004
203,771046,0,0,0,14,54,60,32,8,5,1,4,45,1004
204,770638,0,1,7,17,58,52,21,9,2,1,20,53,1004
205,771452,0,1,8,31,63,43,8,5,1,1,0,0,1004
206,770004,2,4,23,37,55,34,13,5,1,1,0,0,1004
207,771483,0,1,6,28,81,30,5,2,2,0,58,0,1004
208,771602,0,0,1,7,36,60,37,20,7,8,20,45,1004
209,771404,3,7,32,53,55,15,2,4,0,1,15,19,1004
210,771254,0,0,5,5,69,54,23,7,2,1,20,45,1004
211,770916,0,1,3,12,46,52,35,15,3,5,14,15,1004
212,771227,0,2,14,28,77,25,9,4,1,1,0,0,1004
213,771466,1,1,3,17,29,46,39,11,11,8,20,58,1004
214,771296,0,2,6,27,61,44,21,7,4,1,11,18,1004
215,770927,0,0,5,19,67,43,21,2,1,2,0,0,1004
216,771300,0,0,1,11,42,54,35,16,7,4,0,0,1004
217,770486,0,0,1,3,20,48,50,19,21,11,2,53,1004
218,771624,1,3,7,20,55,36,20,15,7,3,11,21,1004
219,771533,0,2,8,21,59,52,12,6,3,1,20,21,1004
220,771233,0,0,5,7,21,60,30,20,19,7,20,53,1004
221,771652,1,0,5,34,77,32,10,5,2,2,0,0,1004
222,771030,0,0,4,21,61,53,22,5,3,1,12,0,1004
223,771229,0,1,3,15,57,60,17,9,5,2,21,61,1004
224,770238,0,0,2,7,40,57,35,16,5,3,20,45,1004
225,771203,0,0,8,24,76,34,10,3,3,0,0,0,1004
226,769857,0,0,6,23,62,53,13,6,1,2,18,0,1004
227,771342,0,1,0,7,41,54,31,18,6,5,0,0,1004
228,771186,1,6,18,57,53,18,4,1,1,0,0,0,1004
229,771438,0,1,6,28,73,37,10,2,2,0,20,0,1004
230,771399,0,0,1,3,13,40,58,32,20,12,14,20,1004
231,771027,0,1,2,22,67,52,14,2,1,0,11,20,1004
232,769958,0,0,4,12,48,60,30,7,3,5,0,0,1004
233,771308,1,2,25,60,51,20,3,2,0,1,0,0,1004
234,771645,0,1,6,27,83,26,8,3,1,0,0,0,1004
235,771451,0,0,4,21,55,51,21,8,4,0,0,0,1004
236,770768,0,2,6,27,65,47,9,3,4,0,27,45,1004
237,771131,1,1,15,43,62,28,7,3,2,0,14,53,1004
238,771634,0,1,7,23,56,61,18,6,2,0,20,53,1004
239,770926,0,2,7,27,78,35,6,5,3,0,0,0,1004
240,771556,0,0,4,14,48,58,23,8,4,4,0,0,1004
241,771425,5,16,37,59,30,9,3,1,1,0,1,0,1004
242,769959,0,7,14,33,73,25,10,1,2,0,11,18,1004
243,770809,0,1,6,21,60,45,20,5,2,2,14,0,1004
244,771463,0,0,3,9,58,61,25,8,0,1,0,0,1004
245,771184,0,3,15,55,68,12,4,2,0,0,21,0,1004
246,771547,0,2,6,4,33,44,40,18,15,9,11,45,1004
247,771524,0,0,5,25,79,41,8,2,1,0,14,21,1004
248,771163,0,0,1,7,41,52,39,20,11,0,20,0,1004
3496,72842,5,11,16,36,42,27,13,7,3,4,1,19,212
3518,72864,2,5,17,32,53,29,9,8,7,1,1,22,212
3519,72443,1,4,1,21,41,40,25,22,12,3,1,22,212
3523,72412,7,14,21,35,38,35,8,6,4,0,1,12,212
3528,72654,0,3,2,8,20,40,38,20,14,16,1,22,212
3530,72435,0,1,3,17,37,39,36,20,11,3,1,20,212
3531,73199,5,8,16,53,59,18,11,5,0,0,1,11,212
3542,73188,3,10,15,49,56,15,5,3,2,1,1,0,212
3550,73207,4,8,19,43,49,28,8,4,2,1,1,0,212
3557,72898,3,12,32,45,40,16,6,3,1,0,0,0,212
3559,73086,1,9,21,43,55,28,13,4,2,1,0,0,212
3571,73125,0,5,15,40,54,31,12,2,8,0,1,34,212
3577,72822,1,3,5,17,34,29,39,24,12,13,1,20,212
3578,72493,3,5,9,21,41,33,32,14,4,3,1,22,212
3583,73060,0,0,5,20,46,36,28,21,6,3,1,29,212
3598,72801,0,2,5,11,42,57,33,12,5,7,0,0,212
3601,72542,2,17,20,40,42,18,11,6,1,1,1,34,212
3606,73113,12,16,30,45,40,9,7,1,3,1,1,0,212
3607,73190,0,1,10,30,41,41,25,11,4,7,1,0,212
3609,72618,7,6,12,62,47,14,10,3,1,0,1,20,212
3616,72720,9,9,20,45,35,29,12,4,2,1,1,15,212
3620,72834,2,5,21,36,47,30,10,6,3,0,1,0,212
3633,72750,0,2,13,30,61,27,26,11,1,2,1,0,212
3636,72557,2,14,34,47,44,8,4,3,3,2,1,0,212
3637,73161,2,10,27,53,40,21,9,0,0,1,1,0,212
3647,72476,1,2,9,21,45,34,21,20,4,4,1,0,212
3651,72580,1,4,4,11,36,50,31,19,12,9,1,0,212
3655,72503,1,2,8,30,42,49,16,7,7,1,1,8,212
3668,73143,0,6,9,25,57,42,21,12,3,2,1,0,212
3674,72728,0,0,4,9,32,62,27,16,8,7,1,22,212
3690,73214,1,5,9,28,51,35,29,11,4,1,0,0,212
3694,72844,0,3,13,18,42,54,19,16,5,1,1,3,212
3699,72859,3,0,15,40,52,34,12,6,1,0,1,21,212
3702,73162,1,0,9,25,58,42,17,6,4,0,1,29,212
6386,53833,3,10,18,40,54,21,8,2,1,0,24,28,169
6387,53660,0,1,3,11,23,56,33,19,6,2,19,24,169
6388,53499,0,0,4,4,28,33,40,37,9,5,9,24,169
6389,52844,0,0,2,2,6,26,35,40,23,28,9,24,169
6390,53672,6,9,32,45,38,18,5,2,1,1,1,13,169
6391,53767,1,2,8,19,53,44,22,10,1,2,7,28,169
6392,53837,0,0,10,18,33,39,34,16,8,2,0,0,169
6393,52925,6,8,25,50,48,17,0,2,1,0,24,27,169
6394,53617,2,7,22,25,57,31,7,6,2,1,1,22,169
6395,53538,1,5,15,27,66,27,15,2,0,1,0,0,169
6396,53039,0,0,2,5,26,36,42,21,13,8,19,24,169
6397,53751,3,7,10,23,27,42,18,14,5,2,5,24,169
6398,53676,10,26,37,54,24,3,2,0,0,0,12,17,169
6399,53359,0,1,5,7,17,39,48,29,14,7,0,0,169
6400,53152,1,4,15,27,62,32,14,2,0,1,19,24,169
6401,53825,0,0,2,9,18,42,38,21,22,10,24,0,169
6402,53142,0,5,13,32,57,28,15,6,2,1,24,0,169
6403,53724,0,8,11,28,52,36,11,9,0,2,15,28,169
6404,53428,1,1,4,18,43,48,28,17,2,2,0,0,169
6405,53537,0,0,4,19,32,57,22,20,1,4,9,24,169
6406,53441,4,12,24,41,49,23,4,2,0,0,0,0,169
6407,53661,12,9,22,44,46,15,7,6,1,0,1,9,169
6408,53742,0,2,12,29,33,43,27,6,4,2,24,25,169
6409,53454,10,20,37,40,31,12,4,3,0,1,0,0,169
6410,52842,2,6,23,38,51,32,3,1,0,2,24,25,169
6411,53841,2,12,28,48,42,16,7,1,0,0,1,24,169
6412,53656,2,6,21,41,58,21,10,2,0,1,19,24,169
6413,53147,4,14,28,46,51,13,2,1,0,0,0,0,169
6414,53752,0,0,5,12,46,54,24,14,5,2,19,24,169
6415,53682,0,1,7,13,32,62,29,7,1,3,9,0,169
6416,53755,0,7,8,25,46,44,17,7,1,1,4,24,169
6417,53737,1,0,7,13,47,49,27,10,2,2,19,24,169
6418,52780,0,0,1,6,24,56,36,20,10,5,19,28,169
6419,53325,0,3,16,29,63,29,9,5,0,0,15,19,169
6420,53743,0,7,12,30,42,49,16,8,2,1,1,29,169
6421,53666,0,0,1,4,13,46,38,34,16,13,14,24,169
6422,53748,2,0,7,18,46,47,30,8,3,1,9,13,169
6423,53653,2,1,6,8,30,39,34,27,10,9,24,25,169
6424,53439,15,20,34,43,34,12,0,1,0,0,18,24,169
6425,53778,1,1,6,24,50,44,24,7,1,2,19,24,169
6426,53777,0,5,15,40,59,27,11,9,0,0,0,0,169
6427,53834,0,2,12,17,47,37,23,15,3,3,4,24,169
6428,53727,0,2,1,14,34,55,30,17,6,2,0,0,169
6429,53729,0,0,1,12,23,43,43,22,15,3,0,0,169
6430,53816,3,5,11,33,50,36,14,4,2,2,19,24,169
6431,53734,0,1,0,6,14,26,37,39,21,23,5,24,169
6432,53677,2,0,3,15,30,54,34,12,10,3,9,24,169
6433,53753,0,0,3,18,23,40,40,23,5,9,19,24,169
6434,53471,1,1,2,9,38,53,27,17,4,3,14,28,169
6435,53839,0,2,6,14,32,56,31,14,6,2,24,25,169
6436,52863,0,2,8,12,39,48,30,9,4,4,19,24,169
6437,53689,0,0,2,7,23,41,41,20,17,11,1,24,169
6438,53643,0,3,3,19,40,51,35,5,3,1,9,23,169
6439,53225,5,9,21,27,47,34,14,2,1,2,1,6,169
6440,52965,3,3,18,28,53,34,12,1,0,0,0,0,169
6441,53665,1,3,13,28,56,34,22,1,1,1,4,15,169
6442,53119,3,7,33,47,49,16,6,0,0,0,5,20,169
6443,53694,0,2,6,17,51,36,28,12,6,1,9,31,169
6444,53131,1,7,18,32,59,31,8,1,1,1,9,24,169
6445,53193,3,2,24,42,52,23,14,1,0,0,24,35,169
6446,53725,0,1,0,4,20,30,44,22,26,13,9,24,169
6447,53692,2,2,14,20,33,34,34,14,5,6,9,24,169
6448,52646,2,2,7,14,35,47,21,21,5,8,4,21,169
6449,53840,3,6,22,28,40,33,17,5,2,1,2,24,169
6450,53821,1,6,14,26,52,41,14,5,0,2,0,0,169
6451,53749,1,1,15,19,36,44,24,11,2,2,22,24,169
6452,53442,5,11,13,42,41,34,13,1,1,1,24,0,169
6453,53842,1,3,11,23,53,32,19,16,0,1,0,0,169
6454,53822,4,8,26,46,51,12,8,3,0,0,0,0,169
6455,53363,1,7,12,16,44,41,22,10,3,1,13,17,169
6456,53758,0,3,15,35,61,38,13,4,0,0,17,21,169
6457,53489,2,0,9,17,44,51,24,8,3,0,16,24,169
6458,53272,14,19,28,40,39,10,4,1,1,0,0,0,169
6459,53467,0,1,6,10,38,38,38,13,4,4,9,24,169
6460,53431,6,11,17,36,69,15,3,6,0,0,18,24,169
6461,53826,0,5,9,28,57,46,17,4,0,2,4,24,169
6462,53756,0,0,0,1,17,30,43,32,21,13,15,19,169
6463,53680,1,0,2,17,39,36,37,18,5,5,15,19,169
6464,53760,1,0,1,9,23,43,36,33,19,9,24,29,169
6465,53835,2,2,6,30,42,47,21,8,1,2,1,29,169
6466,53705,0,2,4,15,45,53,24,13,2,1,24,28,169
6467,53838,0,2,5,10,43,46,30,19,4,1,18,24,169
6468,53768,0,4,8,26,56,50,14,1,0,0,13,24,169
6469,53477,0,8,13,31,57,34,12,3,0,0,24,0,169
6470,53836,1,1,8,18,26,41,32,20,7,5,1,9,169
6471,53831,0,4,4,17,53,44,29,7,5,0,10,21,169
6472,53757,0,7,19,36,55,29,11,2,0,0,1,21,169
6473,53649,1,1,3,14,23,49,32,26,12,7,0,0,169
6474,53219,4,9,27,38,41,26,9,3,0,0,0,0,169
6475,53744,1,4,9,21,52,48,20,5,1,1,13,0,169
6476,53644,2,3,10,14,42,40,31,8,2,5,7,35,169
6477,53304,1,8,10,36,56,29,10,2,1,0,7,0,169
6478,53642,0,2,6,13,50,58,17,11,0,0,9,24,169
6479,53719,0,0,6,11,31,39,37,23,7,2,23,24,169
6480,53787,0,0,7,9,30,47,40,15,10,5,0,0,169
6481,53539,1,2,6,21,43,41,24,13,2,5,15,19,169
6482,53445,2,2,8,21,54,47,17,6,4,1,16,17,169
7285,89176,3,4,27,48,88,67,32,12,2,2,0,0,233
7286,88326,13,36,52,90,63,25,6,3,1,1,18,31,233
7287,88526,18,36,51,91,55,15,8,6,1,2,4,31,233
7288,89215,1,6,16,34,80,72,53,21,8,2,0,0,233
7289,89287,5,8,28,67,92,55,25,10,0,1,31,0,233
7290,89175,12,17,55,68,77,44,14,7,5,1,31,0,233
7291,89173,6,23,36,61,74,45,22,11,3,4,31,35,233
7292,89063,6,21,45,83,70,32,21,5,1,1,18,31,233
7293,88879,0,7,15,36,54,71,47,35,15,7,31,0,233
7294,89224,12,26,59,73,71,29,5,8,0,1,8,17,233
7295,89179,1,4,8,41,68,74,46,30,10,5,18,31,233
7296,89170,4,17,35,59,76,55,28,10,4,3,14,31,233
7297,88630,12,33,40,87,75,33,11,3,2,2,31,32,233
7298,89214,6,10,30,65,89,61,21,6,6,1,22,31,233
7299,88593,3,10,27,61,86,57,28,9,7,5,18,31,233
7300,87965,3,14,40,61,80,48,21,14,4,2,0,0,233
7301,86813,16,46,74,77,49,18,6,2,1,2,24,31,233
7302,88945,2,5,13,36,69,77,55,26,13,10,16,29,233
7303,89263,5,17,13,50,63,60,39,25,15,12,2,10,233
7304,88933,6,16,22,68,77,49,30,12,4,6,5,31,233
7305,89246,6,9,25,53,99,62,36,6,4,2,31,0,233
7306,88395,5,12,26,43,82,55,25,24,9,2,23,28,233
7307,88424,1,4,5,8,31,45,47,69,55,39,18,31,233
7308,88876,13,23,35,84,75,32,14,7,3,4,19,0,233
7309,88213,10,23,42,72,71,39,24,6,4,3,22,38,233
7310,89317,2,5,5,20,46,77,57,44,23,12,0,0,233
7311,89266,2,9,29,46,76,59,43,14,9,7,5,31,233
7312,88189,19,23,55,76,63,32,12,5,1,1,18,31,233
7313,89303,2,12,32,78,95,48,16,7,1,1,0,0,233
7314,89102,0,5,3,20,53,55,88,52,22,11,18,31,233
7315,89257,1,7,28,50,85,70,45,12,5,1,18,0,233
7316,88675,2,14,25,45,82,71,42,14,4,2,0,0,233
7317,89212,0,5,11,14,58,77,71,38,19,8,22,31,233
7318,88911,17,37,55,74,72,32,5,3,1,1,5,31,233
7319,88142,2,5,18,72,92,51,31,14,3,1,18,31,233
7320,89333,0,3,16,36,71,58,68,18,18,2,29,31,233
7321,88925,8,12,29,59,78,54,31,13,6,3,14,15,233
7322,88643,0,5,7,32,64,82,45,30,22,9,21,31,233
7323,89291,7,15,23,61,72,66,35,13,5,2,31,0,233
7324,89046,10,31,59,87,63,24,5,3,1,1,22,31,233
7325,88132,1,6,10,25,59,71,58,37,15,6,18,31,233
7326,88256,6,11,30,57,78,66,28,10,1,2,9,31,233
7327,89082,41,49,72,58,38,14,8,1,3,1,15,0,233
7328,88408,3,5,15,20,40,58,74,48,24,4,29,31,233
7329,89165,9,12,49,81,80,44,10,8,0,3,20,23,233
7330,88721,1,3,11,28,53,82,49,41,15,10,9,24,233
7331,89007,3,12,22,44,77,64,34,11,6,5,1,31,233
7332,89231,23,35,66,73,56,19,8,3,1,2,0,0,233
7333,89290,6,16,37,87,78,41,18,7,3,1,2,10,233
7334,89206,1,9,18,37,81,69,51,20,4,1,3,31,233
7335,88384,15,32,62,88,45,27,6,4,1,1,9,21,233
7336,87475,3,8,25,57,77,64,24,20,2,3,20,36,233
